incident_id,timestamp,agent_name,agent_type,task,tool,llm_model,error,root_cause,fix,severity,environment,status,team,department,response_time_ms,token_usage,cost_usd,user_impact,region,incident_duration_minutes,retry_count,customer_tier,sla_breached,workflow_id,agent_version,failure_category,business_impact
INC-100874,2024-12-29 12:14:38,MonitoringAgent_3,MonitoringAgent,KPI Monitoring,MonitoringAPI,gpt-4o,Data Quality Issue,Missing Fields,Data Cleaning,High,Production,Investigating,MLOps,Operations,13028,9362,0.2153,High,EU-West,677,5,Enterprise,True,WF-1094,v2.1,Data,Customer Churn Risk
INC-100875,2025-12-24 15:17:49,DocumentAgent_2,DocumentAgent,Document Processing,DocumentParser,mistral-large,Parsing Error,Malformed Document,Input Validation,High,Production,Resolved,AI Platform,Engineering,10954,13630,0.2939,High,APAC,1147,2,Professional,True,WF-1100,v1.0,Data,Customer Churn Risk
INC-100876,2026-04-30 21:49:28,EmailAgent_2,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,Authentication Error,Invalid Credentials,Rotate Secrets,High,Production,Investigating,Customer Success,Operations,15677,31995,0.0935,High,EU-Central,743,3,Professional,True,WF-1096,v1.2,Authentication,Operational Disruption
INC-100877,2026-03-06 10:52:04,SupportAgent_1,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Authentication Error,Invalid Credentials,Rotate Secrets,Low,Staging,Resolved,Customer Success,Customer Support,234,13404,0.3705,Low,US-East,21,1,Professional,False,WF-1005,v1.0,Authentication,Low
INC-100878,2025-01-21 02:44:51,PlanningAgent_3,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,High,Staging,Resolved,Business Intelligence,Product,12968,10573,0.0587,High,US-West,447,6,Professional,True,WF-1047,v1.1,Prompting,High
INC-100879,2024-11-18 21:29:37,DocumentAgent_4,DocumentAgent,Document Processing,DocumentParser,mistral-large,Parsing Error,Malformed Document,Input Validation,Medium,Production,Investigating,AI Platform,Engineering,2701,2680,0.0464,Medium,US-East,158,1,Enterprise,True,WF-1069,v1.2,Data,Medium
INC-100880,2025-07-12 08:45:51,SupportAgent_3,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Hallucination,Missing Context,Improve Retrieval,High,Production,Resolved,Customer Success,Customer Support,17286,5671,0.1705,High,EU-Central,944,4,Enterprise,True,WF-1022,v2.1,Reasoning,Operational Disruption
INC-100881,2024-08-25 22:00:09,FinanceAgent_2,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Data Quality Issue,Missing Fields,Data Cleaning,Critical,Production,Open,Finance Analytics,Finance,22789,39605,0.2347,Critical,Middle East,2801,6,Professional,True,WF-1039,v1.0,Data,Revenue Loss
INC-100882,2025-11-04 16:07:50,SalesAgent_2,SalesAgent,Sales Lead Enrichment,CRM_API,gpt-4o,API Failure,Third Party Outage,Circuit Breaker,Low,Staging,Resolved,Business Intelligence,Sales,1115,20977,0.6377,Low,APAC,2,1,Professional,False,WF-1076,v1.1,Infrastructure,Low
INC-100883,2024-08-09 15:11:37,FinanceAgent_4,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Connection Error,Network Issue,Connection Pooling,Medium,Production,Open,Finance Analytics,Finance,4227,8662,0.047,Medium,Middle East,186,1,Free,False,WF-1040,v1.0,Infrastructure,Operational Disruption
INC-100884,2026-03-17 15:56:18,PlanningAgent_2,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Medium,Staging,Resolved,Business Intelligence,Product,4249,26785,0.1254,Medium,Middle East,138,4,Professional,True,WF-1003,v2.1,Prompting,Operational Disruption
INC-100885,2024-10-30 04:09:21,SupportAgent_3,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Hallucination,Missing Context,Improve Retrieval,High,Staging,Open,Customer Success,Customer Support,16336,8523,0.2447,High,Middle East,472,2,Professional,True,WF-1071,v1.0,Reasoning,Operational Disruption
INC-100886,2024-10-04 00:23:44,EmailAgent_2,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,API Failure,Third Party Outage,Circuit Breaker,Critical,Production,Resolved,Customer Success,Operations,28116,38291,0.1653,Critical,Middle East,2593,5,Professional,True,WF-1048,v2.0,Infrastructure,Revenue Loss
INC-100887,2025-10-01 14:31:25,ReportingAgent_1,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,API Failure,Third Party Outage,Circuit Breaker,Low,Development,Resolved,Data Engineering,Engineering,430,6102,0.0093,Low,Middle East,6,2,Free,False,WF-1086,v1.0,Infrastructure,Low
INC-100888,2026-05-20 00:02:08,PlanningAgent_3,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Medium,Production,Investigating,Business Intelligence,Product,3024,38884,0.2097,Medium,APAC,165,3,Enterprise,True,WF-1092,v1.2,Prompting,Operational Disruption
INC-100889,2024-08-18 07:39:40,ComplianceAgent_2,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Parsing Error,Malformed Document,Input Validation,Critical,Production,Investigating,Compliance,Legal,29515,12358,0.3637,Critical,Middle East,2681,5,Free,True,WF-1001,v1.0,Data,Revenue Loss
INC-100890,2025-02-04 21:27:48,SalesAgent_4,SalesAgent,Sales Lead Enrichment,CRM_API,gpt-4o,API Failure,Third Party Outage,Circuit Breaker,Medium,Production,Resolved,Business Intelligence,Sales,5846,18545,0.516,Medium,Middle East,46,3,Free,False,WF-1076,v1.1,Infrastructure,Operational Disruption
INC-100891,2024-08-21 17:47:35,ResearchAgent_1,ResearchAgent,Company Research,WebSearch,gpt-4o,Retrieval Failure,Low Recall,Hybrid Search,Critical,Production,Investigating,AI Platform,Product,23216,39782,1.0554,Critical,Middle East,7362,9,Free,True,WF-1045,v1.2,Retrieval,Operational Disruption
INC-100892,2024-08-23 12:16:25,PlanningAgent_4,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,API Failure,Third Party Outage,Circuit Breaker,Medium,Production,Resolved,Business Intelligence,Product,2897,26952,0.0968,Medium,US-West,55,3,Enterprise,True,WF-1041,v1.1,Infrastructure,Medium
INC-100893,2025-10-02 03:21:34,FinanceAgent_4,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Data Quality Issue,Missing Fields,Data Cleaning,Low,Development,Resolved,Finance Analytics,Finance,100,25099,0.1494,Low,EU-Central,9,1,Professional,False,WF-1052,v1.1,Data,Low
INC-100894,2026-03-25 20:59:19,ResearchAgent_2,ResearchAgent,Company Research,WebSearch,gpt-4o,Hallucination,Missing Context,Improve Retrieval,Critical,Production,Resolved,AI Platform,Product,20455,13060,0.2007,Critical,EU-Central,5878,6,Professional,True,WF-1002,v1.0,Reasoning,Revenue Loss
INC-100895,2025-07-22 21:18:49,SupportAgent_2,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Hallucination,Missing Context,Improve Retrieval,High,Production,Resolved,Customer Success,Customer Support,8979,4484,0.1399,High,EU-Central,963,2,Enterprise,True,WF-1071,v1.1,Reasoning,Operational Disruption
INC-100896,2026-06-09 08:54:21,DocumentAgent_4,DocumentAgent,Document Processing,DocumentParser,mistral-large,Invalid Response,Poor Prompt Design,Prompt Optimization,Medium,Staging,Resolved,AI Platform,Engineering,4273,40632,0.9058,Medium,Middle East,206,3,Free,False,WF-1019,v2.0,Prompting,Operational Disruption
INC-100897,2024-10-19 13:21:46,DocumentAgent_3,DocumentAgent,Document Processing,DocumentParser,mistral-large,Invalid Response,Poor Prompt Design,Prompt Optimization,Critical,Production,Resolved,AI Platform,Engineering,25324,16229,0.3012,Critical,US-East,7502,7,Free,True,WF-1037,v2.0,Prompting,Compliance Risk
INC-100898,2025-05-17 00:02:56,PlanningAgent_4,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,API Failure,Third Party Outage,Circuit Breaker,Low,Development,Resolved,Business Intelligence,Product,1480,21191,0.1063,Low,APAC,13,0,Professional,False,WF-1041,v2.0,Infrastructure,Low
INC-100899,2026-01-23 23:53:04,ComplianceAgent_2,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Timeout,Rate Limit,Retry Logic,Medium,Staging,Resolved,Compliance,Legal,6608,34783,0.812,Medium,EU-Central,127,1,Free,False,WF-1079,v1.1,Performance,Medium
INC-100900,2026-02-24 01:14:05,ReportingAgent_3,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,API Failure,Third Party Outage,Circuit Breaker,Medium,Production,Resolved,Data Engineering,Engineering,6686,23441,0.1222,Medium,US-West,45,3,Free,False,WF-1050,v1.2,Infrastructure,Operational Disruption
INC-100901,2025-10-24 12:00:25,EmailAgent_2,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,API Failure,Third Party Outage,Circuit Breaker,High,Production,Open,Customer Success,Operations,12843,34408,0.1753,High,APAC,364,3,Free,True,WF-1035,v2.0,Infrastructure,High
INC-100902,2025-04-02 00:35:14,AnalyticsAgent_1,AnalyticsAgent,Data Extraction,DataWarehouse,llama-3.3-70b,Data Quality Issue,Missing Fields,Data Cleaning,Low,Staging,Resolved,Data Engineering,Operations,109,27718,0.0514,Low,EU-West,42,2,Free,False,WF-1055,v1.0,Data,Low
INC-100903,2025-10-05 20:55:27,AnalyticsAgent_4,AnalyticsAgent,Data Extraction,DataWarehouse,llama-3.3-70b,Connection Error,Network Issue,Connection Pooling,Medium,Production,Resolved,Data Engineering,Operations,6468,10775,0.0446,Medium,US-West,161,3,Enterprise,True,WF-1049,v2.0,Infrastructure,Operational Disruption
INC-100904,2025-05-12 16:10:01,AnalyticsAgent_3,AnalyticsAgent,Data Extraction,DataWarehouse,llama-3.3-70b,Connection Error,Network Issue,Connection Pooling,High,Production,Resolved,Data Engineering,Operations,13306,21504,0.0916,High,Middle East,1050,3,Professional,True,WF-1042,v1.0,Infrastructure,Operational Disruption
INC-100905,2024-07-22 14:58:59,ComplianceAgent_1,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Invalid Response,Poor Prompt Design,Prompt Optimization,Low,Production,Resolved,Compliance,Legal,320,4549,0.0791,Low,Middle East,32,0,Enterprise,True,WF-1073,v2.1,Prompting,Low
INC-100906,2024-09-29 10:35:00,PlanningAgent_3,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Medium,Production,Resolved,Business Intelligence,Product,5965,26051,0.1205,Medium,EU-Central,60,4,Professional,False,WF-1092,v3.0,Prompting,Medium
INC-100907,2025-12-29 18:48:26,PlanningAgent_3,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,API Failure,Third Party Outage,Circuit Breaker,Low,Staging,Resolved,Business Intelligence,Product,99,14879,0.0544,Low,Middle East,4,2,Enterprise,False,WF-1058,v1.0,Infrastructure,Low
INC-100908,2024-07-29 23:31:23,CodeAgent_3,CodeAgent,Python Execution,PythonTool,deepseek-r1,Timeout,Rate Limit,Retry Logic,Medium,Staging,Resolved,MLOps,Engineering,5532,36146,0.0653,Medium,APAC,51,4,Professional,False,WF-1020,v1.0,Performance,Medium
INC-100909,2025-01-07 13:01:08,ComplianceAgent_1,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Timeout,Rate Limit,Retry Logic,Low,Production,Resolved,Compliance,Legal,386,10078,0.243,Low,EU-West,26,0,Enterprise,True,WF-1030,v1.0,Performance,Low
INC-100910,2026-03-21 14:13:29,ComplianceAgent_4,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Parsing Error,Malformed Document,Input Validation,Medium,Production,Resolved,Compliance,Legal,3632,18802,0.4264,Medium,US-West,145,1,Professional,True,WF-1072,v1.0,Data,Operational Disruption
INC-100911,2025-09-16 13:31:03,ReportingAgent_4,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,API Failure,Third Party Outage,Circuit Breaker,Low,Development,Resolved,Data Engineering,Engineering,471,19669,0.1032,Low,EU-Central,13,2,Free,False,WF-1086,v1.0,Infrastructure,Low
INC-100912,2026-05-07 23:21:13,FinanceAgent_1,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Data Quality Issue,Missing Fields,Data Cleaning,Low,Development,Resolved,Finance Analytics,Finance,1096,910,0.0023,Low,EU-West,2,1,Free,False,WF-1039,v1.2,Data,Low
INC-100913,2024-12-19 03:42:28,FinanceAgent_3,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Data Quality Issue,Missing Fields,Data Cleaning,Medium,Production,Resolved,Finance Analytics,Finance,6388,5190,0.0222,Medium,EU-Central,118,2,Enterprise,True,WF-1093,v1.1,Data,Operational Disruption
INC-100914,2024-06-16 16:41:08,ResearchAgent_4,ResearchAgent,Company Research,WebSearch,gpt-4o,Hallucination,Missing Context,Improve Retrieval,Medium,Staging,Resolved,AI Platform,Product,6790,24533,0.3997,Medium,EU-West,93,4,Free,False,WF-1002,v1.1,Reasoning,Medium
INC-100915,2025-08-18 15:20:51,ResearchAgent_1,ResearchAgent,Company Research,WebSearch,gpt-4o,Rate Limit Error,Rate Limit,Retry Logic,Medium,Production,Investigating,AI Platform,Product,7596,31328,0.5629,Medium,US-East,219,1,Enterprise,True,WF-1099,v1.0,Performance,Medium
INC-100916,2024-10-09 18:41:03,SalesAgent_3,SalesAgent,Sales Lead Enrichment,CRM_API,gpt-4o,Timeout,Rate Limit,Retry Logic,Medium,Staging,Resolved,Business Intelligence,Sales,4756,2059,0.0322,Medium,US-West,218,4,Free,False,WF-1059,v1.0,Performance,Medium
INC-100917,2025-09-02 08:30:19,ResearchAgent_1,ResearchAgent,Company Research,WebSearch,gpt-4o,Hallucination,Missing Context,Improve Retrieval,Critical,Production,Open,AI Platform,Product,25850,17616,0.2716,Critical,EU-West,4761,10,Enterprise,True,WF-1002,v1.2,Reasoning,Operational Disruption
INC-100918,2025-03-21 22:23:49,PlanningAgent_1,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,API Failure,Third Party Outage,Circuit Breaker,High,Production,Resolved,Business Intelligence,Product,8774,5894,0.0247,High,EU-Central,826,4,Free,True,WF-1058,v2.1,Infrastructure,High
INC-100919,2025-09-27 08:45:07,EmailAgent_3,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,API Failure,Third Party Outage,Circuit Breaker,High,Production,Resolved,Customer Success,Operations,10850,24486,0.0882,High,EU-West,1428,5,Professional,True,WF-1048,v1.2,Infrastructure,High
INC-100920,2025-06-07 02:11:50,AnalyticsAgent_4,AnalyticsAgent,Data Extraction,DataWarehouse,llama-3.3-70b,Connection Error,Network Issue,Connection Pooling,Medium,Production,Open,Data Engineering,Operations,2627,30676,0.1082,Medium,APAC,130,3,Professional,True,WF-1087,v1.2,Infrastructure,Medium
INC-100921,2025-12-20 21:31:51,SupportAgent_2,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Authentication Error,Invalid Credentials,Rotate Secrets,Low,Development,Resolved,Customer Success,Customer Support,1224,26075,0.4274,Low,Middle East,9,0,Free,False,WF-1044,v1.1,Authentication,Low
INC-100922,2025-08-19 19:37:23,SupportAgent_1,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Hallucination,Missing Context,Improve Retrieval,Low,Development,Resolved,Customer Success,Customer Support,387,22047,0.514,Low,APAC,15,2,Enterprise,False,WF-1070,v1.1,Reasoning,Low
INC-100923,2025-05-16 05:08:31,PlanningAgent_4,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,API Failure,Third Party Outage,Circuit Breaker,Medium,Production,Resolved,Business Intelligence,Product,6774,12442,0.0588,Medium,US-West,161,2,Enterprise,True,WF-1051,v1.0,Infrastructure,Medium
INC-100924,2025-11-14 19:28:28,PlanningAgent_3,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Medium,Production,Investigating,Business Intelligence,Product,1632,8034,0.0195,Medium,US-West,52,3,Free,False,WF-1010,v1.0,Prompting,Medium
INC-100925,2026-05-13 18:08:49,DocumentAgent_4,DocumentAgent,Document Processing,DocumentParser,mistral-large,Invalid Response,Poor Prompt Design,Prompt Optimization,High,Production,Resolved,AI Platform,Engineering,15020,38984,0.6125,High,US-West,1219,6,Professional,True,WF-1058,v1.0,Prompting,Customer Churn Risk
INC-100926,2025-11-01 16:41:50,ComplianceAgent_4,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Parsing Error,Malformed Document,Input Validation,Medium,Production,Resolved,Compliance,Legal,6309,32232,1.0285,Medium,EU-Central,203,3,Enterprise,True,WF-1045,v2.0,Data,Medium
INC-100927,2025-07-10 16:57:27,EmailAgent_1,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,API Failure,Third Party Outage,Circuit Breaker,Medium,Development,Resolved,Customer Success,Operations,7636,39658,0.2351,Medium,EU-Central,131,2,Professional,True,WF-1098,v1.0,Infrastructure,Medium
INC-100928,2024-07-22 03:18:18,SalesAgent_4,SalesAgent,Sales Lead Enrichment,CRM_API,gpt-4o,Authentication Error,Invalid Credentials,Rotate Secrets,Medium,Production,Resolved,Business Intelligence,Sales,7896,4628,0.1089,Medium,APAC,52,4,Enterprise,True,WF-1100,v1.0,Authentication,Medium
INC-100929,2025-10-04 01:33:09,ReportingAgent_1,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,API Failure,Third Party Outage,Circuit Breaker,Low,Staging,Resolved,Data Engineering,Engineering,406,10765,0.0181,Low,APAC,29,1,Professional,False,WF-1050,v1.0,Infrastructure,Low
INC-100930,2026-02-22 03:36:58,CodeAgent_1,CodeAgent,Python Execution,PythonTool,deepseek-r1,Timeout,Rate Limit,Retry Logic,High,Production,Resolved,MLOps,Engineering,14172,12071,0.0302,High,Middle East,329,4,Free,False,WF-1088,v1.0,Performance,High
INC-100931,2026-05-17 12:47:48,ComplianceAgent_1,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Timeout,Rate Limit,Retry Logic,Low,Staging,Resolved,Compliance,Legal,1202,32615,0.6925,Low,Middle East,2,1,Enterprise,False,WF-1030,v1.0,Performance,Low
INC-100932,2026-06-02 07:12:16,FinanceAgent_1,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Timeout,Rate Limit,Retry Logic,Low,Production,Resolved,Finance Analytics,Finance,1487,4371,0.0083,Low,EU-Central,28,0,Enterprise,True,WF-1068,v1.1,Performance,Low
INC-100933,2026-04-28 04:34:15,CodeAgent_1,CodeAgent,Python Execution,PythonTool,deepseek-r1,Execution Error,Missing Package,Install Dependency,High,Production,Investigating,MLOps,Engineering,14116,31418,0.0566,High,Middle East,1381,4,Enterprise,True,WF-1065,v1.0,Tooling,Customer Churn Risk
INC-100934,2026-04-19 22:18:14,DocumentAgent_2,DocumentAgent,Document Processing,DocumentParser,mistral-large,Parsing Error,Malformed Document,Input Validation,Medium,Production,Resolved,AI Platform,Engineering,1991,7489,0.1791,Medium,US-East,175,1,Professional,True,WF-1015,v1.0,Data,Operational Disruption
INC-100935,2025-03-16 12:52:11,CodeAgent_2,CodeAgent,Python Execution,PythonTool,deepseek-r1,Memory Overflow,Large Context Window,Context Compression,Critical,Production,Resolved,MLOps,Engineering,21508,45177,0.1802,Critical,EU-Central,3062,5,Professional,True,WF-1039,v2.0,Performance,Compliance Risk
INC-100936,2026-03-21 11:15:41,PlanningAgent_2,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Low,Development,Resolved,Business Intelligence,Product,1101,10895,0.0285,Low,US-East,5,2,Professional,False,WF-1010,v2.0,Prompting,Low
INC-100937,2025-08-14 14:19:40,MonitoringAgent_4,MonitoringAgent,KPI Monitoring,MonitoringAPI,gpt-4o,Connection Error,Network Issue,Connection Pooling,Medium,Production,Investigating,MLOps,Operations,7002,25709,0.5822,Medium,US-East,230,3,Free,False,WF-1029,v1.0,Infrastructure,Operational Disruption
INC-100938,2025-02-01 20:11:07,ComplianceAgent_2,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Timeout,Rate Limit,Retry Logic,High,Production,Resolved,Compliance,Legal,8506,36910,0.6069,High,EU-Central,1094,2,Enterprise,True,WF-1066,v1.0,Performance,Operational Disruption
INC-100939,2024-11-13 14:54:08,PlanningAgent_4,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Critical,Production,Resolved,Business Intelligence,Product,23048,32067,0.1038,Critical,APAC,9139,8,Professional,True,WF-1036,v1.2,Prompting,Operational Disruption
INC-100940,2026-05-22 13:00:53,CodeAgent_2,CodeAgent,Python Execution,PythonTool,deepseek-r1,Timeout,Rate Limit,Retry Logic,Low,Staging,Resolved,MLOps,Engineering,1141,41477,0.074,Low,EU-Central,34,2,Professional,False,WF-1088,v1.1,Performance,Low
INC-100941,2026-03-23 01:18:54,DocumentAgent_2,DocumentAgent,Document Processing,DocumentParser,mistral-large,Invalid Response,Poor Prompt Design,Prompt Optimization,High,Development,Open,AI Platform,Engineering,13019,34026,0.9015,High,US-West,632,4,Professional,True,WF-1037,v1.0,Prompting,High
INC-100942,2025-03-29 01:09:30,ReportingAgent_2,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,API Failure,Third Party Outage,Circuit Breaker,High,Production,Resolved,Data Engineering,Engineering,16892,13499,0.0687,High,EU-West,1372,4,Enterprise,True,WF-1086,v2.0,Infrastructure,High
INC-100943,2026-02-02 10:29:11,FinanceAgent_3,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Data Quality Issue,Missing Fields,Data Cleaning,Medium,Production,Resolved,Finance Analytics,Finance,5571,25765,0.0948,Medium,US-West,140,2,Enterprise,True,WF-1093,v1.2,Data,Operational Disruption
INC-100944,2025-03-21 12:14:12,SupportAgent_1,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Authentication Error,Invalid Credentials,Rotate Secrets,Critical,Production,Open,Customer Success,Customer Support,21095,29903,0.9237,Critical,US-East,5614,7,Free,True,WF-1044,v1.0,Authentication,Compliance Risk
INC-100945,2026-01-01 12:47:50,DocumentAgent_2,DocumentAgent,Document Processing,DocumentParser,mistral-large,Data Quality Issue,Missing Fields,Data Cleaning,Critical,Staging,Investigating,AI Platform,Engineering,25804,20622,0.3512,Critical,APAC,8602,7,Free,True,WF-1066,v1.0,Data,Compliance Risk
INC-100946,2024-12-18 20:01:29,SupportAgent_1,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Authentication Error,Invalid Credentials,Rotate Secrets,High,Production,Resolved,Customer Success,Customer Support,14934,37230,0.5963,High,Middle East,659,2,Enterprise,True,WF-1007,v1.0,Authentication,Operational Disruption
INC-100947,2024-10-09 03:50:29,FinanceAgent_4,FinanceAgent,Financial Forecasting,SQLDatabase,gemini-1.5-pro,Data Quality Issue,Missing Fields,Data Cleaning,Low,Development,Resolved,Finance Analytics,Finance,596,15590,0.034,Low,APAC,36,1,Enterprise,True,WF-1093,v1.0,Data,Low
INC-100948,2026-01-04 12:49:00,MonitoringAgent_4,MonitoringAgent,KPI Monitoring,MonitoringAPI,gpt-4o,Connection Error,Network Issue,Connection Pooling,High,Production,Open,MLOps,Operations,12419,6370,0.1222,High,APAC,1235,2,Enterprise,True,WF-1029,v1.0,Infrastructure,Operational Disruption
INC-100949,2025-08-06 23:35:42,ComplianceAgent_2,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Timeout,Rate Limit,Retry Logic,Medium,Production,Resolved,Compliance,Legal,6412,14084,0.2669,Medium,EU-Central,143,4,Enterprise,True,WF-1079,v2.1,Performance,Operational Disruption
INC-100950,2024-09-08 06:25:26,ReportingAgent_4,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,Timeout,Rate Limit,Retry Logic,Medium,Staging,Resolved,Data Engineering,Engineering,5526,21207,0.0338,Medium,US-West,156,3,Enterprise,True,WF-1057,v2.0,Performance,Operational Disruption
INC-100951,2025-11-18 13:57:51,ReportingAgent_3,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,Timeout,Rate Limit,Retry Logic,Low,Production,Resolved,Data Engineering,Engineering,823,13674,0.0339,Low,Middle East,11,1,Enterprise,False,WF-1057,v1.0,Performance,Low
INC-100952,2025-06-13 06:17:56,PlanningAgent_2,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,Invalid Response,Poor Prompt Design,Prompt Optimization,Critical,Production,Open,Business Intelligence,Product,28575,1533,0.005,Critical,APAC,2499,7,Free,True,WF-1092,v1.1,Prompting,Operational Disruption
INC-100953,2025-06-05 04:38:22,ReportingAgent_4,ReportingAgent,Report Generation,DataWarehouse,gemini-1.5-pro,API Failure,Third Party Outage,Circuit Breaker,Low,Production,Resolved,Data Engineering,Engineering,518,17130,0.0626,Low,EU-West,18,1,Professional,False,WF-1063,v2.1,Infrastructure,Low
INC-100954,2024-12-05 23:31:41,SupportAgent_2,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Retrieval Failure,Low Recall,Hybrid Search,High,Development,Resolved,Customer Success,Customer Support,10601,36329,0.5759,High,US-East,429,6,Enterprise,True,WF-1083,v2.0,Retrieval,Operational Disruption
INC-100955,2024-09-06 10:40:25,PlanningAgent_2,PlanningAgent,Market Analysis,LLM_API,gpt-4.1,API Failure,Third Party Outage,Circuit Breaker,Low,Development,Resolved,Business Intelligence,Product,888,34212,0.0616,Low,US-West,20,0,Free,False,WF-1058,v2.0,Infrastructure,Low
INC-100956,2024-09-19 14:09:27,DocumentAgent_2,DocumentAgent,Document Processing,DocumentParser,mistral-large,Parsing Error,Malformed Document,Input Validation,High,Production,Resolved,AI Platform,Engineering,11201,6752,0.1322,High,US-West,397,2,Free,True,WF-1084,v1.0,Data,Operational Disruption
INC-100957,2024-12-17 10:59:25,ComplianceAgent_3,ComplianceAgent,Compliance Review,OCR_Service,claude-3.5-sonnet,Invalid Response,Poor Prompt Design,Prompt Optimization,Medium,Production,Investigating,Compliance,Legal,2907,32927,0.7763,Medium,US-East,114,1,Professional,True,WF-1060,v1.2,Prompting,Medium
INC-100958,2024-08-14 05:53:15,SupportAgent_2,SupportAgent,Customer Support,VectorDB,claude-3.5-sonnet,Authentication Error,Invalid Credentials,Rotate Secrets,High,Production,Resolved,Customer Success,Customer Support,15453,16367,0.2906,High,EU-Central,598,2,Free,True,WF-1007,v1.0,Authentication,Customer Churn Risk
INC-100959,2026-02-26 17:05:19,AnalyticsAgent_3,AnalyticsAgent,Data Extraction,DataWarehouse,llama-3.3-70b,Connection Error,Network Issue,Connection Pooling,High,Production,Investigating,Data Engineering,Operations,14617,34156,0.1056,High,APAC,1315,5,Enterprise,True,WF-1049,v1.1,Infrastructure,Customer Churn Risk
INC-100960,2026-02-27 12:34:29,EmailAgent_3,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,Authentication Error,Invalid Credentials,Rotate Secrets,Medium,Staging,Resolved,Customer Success,Operations,3194,19658,0.0397,Medium,US-West,63,3,Free,False,WF-1096,v1.1,Authentication,Operational Disruption
INC-100961,2025-08-13 05:28:43,EmailAgent_4,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,API Failure,Third Party Outage,Circuit Breaker,Low,Production,Resolved,Customer Success,Operations,351,9264,0.041,Low,EU-Central,29,2,Enterprise,True,WF-1048,v1.0,Infrastructure,Low
INC-100962,2025-04-22 05:58:50,EmailAgent_4,EmailAgent,Email Generation,SMTP_API,gpt-4.1-mini,API Failure,Third Party Outage,Circuit Breaker,High,Production,Resolved,Customer Success,Operations,14812,9637,0.0534,High,EU-Central,345,3,Free,False,WF-1003,v1.1,Infrastructure,Operational Disruption
